plastid;plastname;skvid;skvname
2180;ВТ79;913968;81920Р
2180;ВТ79;913967;12676
2180;ВТ79;913966;41693
2180;ВТ79;913964;93353
2180;ВТ79;913949;41201
2180;ВТ79;913947;94430Р
2180;ВТ79;913946;23573Р
1714;ВТ7LФ;913969;82011К
1714;ВТ7LФ;913924;44927
1714;ВТ7LФ;912645;52161
1713;ВТ76Ф;913969;82011К
1713;ВТ76Ф;913547;61683
1711;ВТ78Ф;913925;90909Б
2176;ЯТ5;913937;30661
2152;ЕТ4-8;913939;93616
2152;ЕТ4-8;913552;67941Б
2152;ЕТ4-8;913547;61683
2152;ЕТ4-8;913546;8011В
2152;ЕТ4-8;913545;34271
2152;ЕТ4-8;912650;88617К
2152;ЕТ4-8;912649;74505К
2172;ЕТU-8;913952;50703
2172;ЕТU-8;913939;93616
2172;ЕТU-8;913545;34271
2185;ЕТX;913550;57452
2162;ВТ7-5;913953;65080В
2162;ВТ7-5;913939;93616
2162;ВТ7-5;913552;67941Б
2162;ВТ7-5;913548;23834Р
2162;ВТ7-5;913546;8011В
2162;ВТ7-5;913545;34271
2162;ВТ7-5;912649;74505К
2162;ВТ7-5;912644;99313
2162;ВТ7-5;912580;93422Р
2180;ВТ79;913965;91024
2180;ВТ79;913954;95611
2180;ВТ79;913953;65080В
2180;ВТ79;913952;50703
2180;ВТ79;913951;72878
2180;ВТ79;913950;1834
2180;ВТ79;913939;93616
2180;ВТ79;913938;7238Р
2180;ВТ79;913936;88541
2180;ВТ79;913923;19344К
2180;ВТ79;913548;23834Р
2180;ВТ79;913546;8011В
2180;ВТ79;913545;34271
2180;ВТ79;912649;74505К
2180;ВТ79;912644;99313
2180;ВТ79;912580;93422Р
1757;РЛ;913938;7238Р
1757;РЛ;912649;74505К
1757;РЛ;912580;93422Р
1783;ЯТ7/7-5;912651;93055
2152;ЕТ4-8;913958;59807Р
2152;ЕТ4-8;913956;96094В
2152;ЕТ4-8;911394;72083Р
2180;ВТ79;913957;80961
2152;ЕТ4-8;913945;97445Р
2152;ЕТ4-8;913544;40464Б
2152;ЕТ4-8;912581;80140
2152;ЕТ4-8;912579;3175
2180;ВТ79;913945;97445Р
2180;ВТ79;913934;20183
2180;ВТ79;913933;3778
2180;ВТ79;913909;23316
2180;ВТ79;913895;44987
2180;ВТ79;912581;80140
2180;ВТ79;912579;3175
2180;ВТ79;912130;54254Р
2152;ЕТ4-8;913922;91221
2152;ЕТ4-8;913920;90361В
2152;ЕТ4-8;913897;85513
2152;ЕТ4-8;912647;78944
2162;ВТ7-5;913913;78023Р
2162;ВТ7-5;912637;87176Р
2162;ВТ7-5;912636;67737К
2162;ВТ7-5;912633;7566
2180;ВТ79;913935;99524Р
2180;ВТ79;913922;91221
2180;ВТ79;913921;11816
2180;ВТ79;913920;90361В
2180;ВТ79;913913;78023Р
2180;ВТ79;913911;71952
2180;ВТ79;913910;37501
2180;ВТ79;913901;90742
2180;ВТ79;913900;11167
2180;ВТ79;913899;39208
2180;ВТ79;913898;38782В
2180;ВТ79;913896;96750Б
2180;ВТ79;912648;72060
2180;ВТ79;912647;78944
2180;ВТ79;912643;53591
2180;ВТ79;912642;78541
2180;ВТ79;912641;51728
2180;ВТ79;912637;87176Р
2180;ВТ79;912636;67737К
2180;ВТ79;912633;7566
1712;ВТ7UФ;913914;59692
2152;ЕТ4-8;913926;76709Р
2152;ЕТ4-8;912646;69083
2152;ЕТ4-8;912639;25810
2152;ЕТ4-8;912582;16056Б
2185;ЕТX;912634;14989
2162;ВТ7-5;912634;14989
2162;ВТ7-5;912591;27897
2162;ВТ7-5;912589;70322
2180;ВТ79;913916;3787
2180;ВТ79;913915;63213
2180;ВТ79;913904;30198К
2180;ВТ79;913903;71919Б
2180;ВТ79;913902;50497
2180;ВТ79;912646;69083
2180;ВТ79;912640;56561
2180;ВТ79;912634;14989
2180;ВТ79;912591;27897
2180;ВТ79;912589;70322
1714;ВТ7LФ;912632;35111Р
2152;ЕТ4-8;913894;8902В
2152;ЕТ4-8;913882;57183
2152;ЕТ4-8;912590;46571
2152;ЕТ4-8;912137;5526Б
2152;ЕТ4-8;912135;82071Б
2152;ЕТ4-8;912133;49844Р
2172;ЕТU-8;913873;31603
2185;ЕТX;913861;88071
2185;ЕТX;912593;74433К
2185;ЕТX;912592;22717В
2162;ВТ7-5;913883;59069Р
2162;ВТ7-5;913873;31603
2162;ВТ7-5;913862;21384Б
2162;ВТ7-5;912622;43851К
2180;ВТ79;913894;8902В
2180;ВТ79;913883;59069Р
2180;ВТ79;913882;57183
2180;ВТ79;913873;31603
2180;ВТ79;913872;66580
2180;ВТ79;913862;21384Б
2180;ВТ79;912622;43851К
2180;ВТ79;912590;46571
2180;ВТ79;912137;5526Б
2180;ВТ79;912135;82071Б
2180;ВТ79;912134;33797Р
2180;ВТ79;912133;49844Р
1714;ВТ7LФ;913888;28133
1714;ВТ7LФ;913886;9380Р
1714;ВТ7LФ;913866;63622В
1713;ВТ76Ф;913888;28133
1713;ВТ76Ф;913887;83807
1712;ВТ7UФ;913888;28133
1711;ВТ78Ф;913866;63622В
1711;ВТ78Ф;912629;33940В
1711;ВТ78Ф;912625;93992
1710;ВТ7U/7Ф;913888;28133
2176;ЯТ5;913876;86061К
2176;ЯТ5;913864;16244
2176;ЯТ5;912621;12899Р
2152;ЕТ4-8;913865;56908В
2152;ЕТ4-8;913863;12828К
2152;ЕТ4-8;912630;75312Б
2152;ЕТ4-8;912617;40744В
2185;ЕТX;913884;3779
2185;ЕТX;912623;2488
2162;ВТ7-5;913885;35927
2162;ВТ7-5;912627;46520
2180;ВТ79;913885;35927
2180;ВТ79;913878;55931
2180;ВТ79;913877;61547
2180;ВТ79;913875;26714Р
2180;ВТ79;913874;56923
2180;ВТ79;912631;56109К
2180;ВТ79;912628;9132
2180;ВТ79;912627;46520
2180;ВТ79;912626;75783К
2180;ВТ79;912616;28865Р
2172;ЕТU-8;912882;85498
2172;ЕТU-8;912871;22290
2172;ЕТU-8;911652;9521
2172;ЕТU-8;911352;49701К
2172;ЕТU-8;911351;39329
2185;ЕТX;912883;6059Р
2185;ЕТX;912874;97459
2185;ЕТX;912871;22290
2185;ЕТX;912512;74454
2162;ВТ7-5;911653;60526В
2162;ВТ7-5;911352;49701К
2180;ВТ79;913577;65416
2180;ВТ79;911359;24445В
2180;ВТ79;911354;23116
2180;ВТ79;911353;91065К
2180;ВТ79;911352;49701К
2180;ВТ79;911351;39329
2180;ВТ79;911349;22168В
2180;ВТ79;911346;57436
2180;ВТ79;911342;41902
2155;ВТ79/7;913577;65416
2155;ВТ79/7;912328;34932К
2152;ЕТ4-8;912896;61304
2152;ЕТ4-8;912895;77282
2152;ЕТ4-8;912566;66954К
2172;ЕТU-8;913555;60471Б
2172;ЕТU-8;912566;66954К
2185;ЕТX;912895;77282
2185;ЕТX;912886;12585К
2162;ВТ7-5;913555;60471Б
2162;ВТ7-5;912886;12585К
2180;ВТ79;913556;66703
2180;ВТ79;913555;60471Б
2180;ВТ79;912573;17328К
1757;РЛ;912895;77282
1757;РЛ;912573;17328К
1757;РЛ;912566;66954К
1715;ВТ74Ф;912912;64273
1714;ВТ7LФ;912912;64273
1714;ВТ7LФ;912906;63811В
1714;ВТ7LФ;912899;85650
1713;ВТ76Ф;912912;64273
2152;ЕТ4-8;912905;71371В
2152;ЕТ4-8;912898;52749Б
2185;ЕТX;912911;5014В
2185;ЕТX;912909;31725Б
2185;ЕТX;912908;85131Б
2185;ЕТX;912905;71371В
2185;ЕТX;912901;69137
2185;ЕТX;912900;50912
2185;ЕТX;912898;52749Б
2185;ЕТX;912897;60679В
2162;ВТ7-5;912913;67800К
2162;ВТ7-5;912902;96272
2180;ВТ79;911393;91306В
2180;ВТ79;911392;59138
2176;ЯТ5;911348;99195
2152;ЕТ4-8;911358;90759К
2172;ЕТU-8;911347;2328
2185;ЕТX;911355;69534Б
2162;ВТ7-5;912884;12990К
2162;ВТ7-5;911355;69534Б
2180;ВТ79;912884;12990К
2180;ВТ79;911358;90759К
2180;ВТ79;911357;36049
2180;ВТ79;911356;9229
2180;ВТ79;911355;69534Б
2180;ВТ79;911347;2328
2176;ЯТ5;912024;47707
2172;ЕТU-8;912872;44775Б
2172;ЕТU-8;912497;92184
2172;ЕТU-8;912102;77592К
2185;ЕТX;912872;44775Б
2185;ЕТX;912501;53430
2185;ЕТX;912500;4159В
2185;ЕТX;912499;23343
2185;ЕТX;912498;74332В
2185;ЕТX;912496;80530
2185;ЕТX;912105;52724Р
2185;ЕТX;912101;18317Р
2185;ЕТX;912035;70308Б
2185;ЕТX;912033;20585Р
2185;ЕТX;912032;38643
2185;ЕТX;912031;14529К
2185;ЕТX;912030;64729В
2185;ЕТX;912025;79252
2162;ВТ7-5;912029;58463
2162;ВТ7-5;911655;24951К
1757;РЛ;911655;24951К
2152;ЕТ4-8;912578;31463
2152;ЕТ4-8;911382;77611
2152;ЕТ4-8;911375;4446Б
2180;ВТ79;911387;71187
2180;ВТ79;911382;77611
2180;ВТ79;911381;32098
2180;ВТ79;911375;4446Б
2152;ЕТ4-8;911656;69869Р
2152;ЕТ4-8;911361;72206
2172;ЕТU-8;912524;35686В
2172;ЕТU-8;912313;50721
2172;ЕТU-8;911372;83231
2172;ЕТU-8;911370;548
2172;ЕТU-8;911368;55506К
2162;ВТ7-5;912313;50721
2162;ВТ7-5;911370;548
2180;ВТ79;912524;35686В
2180;ВТ79;912313;50721
2180;ВТ79;911372;83231
2180;ВТ79;911370;548
2180;ВТ79;911368;55506К
2180;ВТ79;911367;65027Р
2180;ВТ79;911361;72206
1783;ЯТ7/7-5;911369;6108
2172;ЕТU-8;911371;27396Б
2172;ЕТU-8;911360;2970Б
2185;ЕТX;912523;1111
2185;ЕТX;911362;79802
2162;ВТ7-5;912525;23467
2180;ВТ79;911371;27396Б
2180;ВТ79;911366;59102
2180;ВТ79;911365;25555
2155;ВТ79/7;911366;59102
2152;ЕТ4-8;912517;38212
2152;ЕТ4-8;912511;92785
2172;ЕТU-8;912521;83811К
2172;ЕТU-8;912517;38212
2172;ЕТU-8;912511;92785
2185;ЕТX;912519;54468Б
2185;ЕТX;912518;89558
2185;ЕТX;912517;38212
2185;ЕТX;912516;97942
2185;ЕТX;912515;20551
2185;ЕТX;912511;92785
2185;ЕТX;912510;36228К
2185;ЕТX;912508;29629В
2162;ВТ7-5;912521;83811К
2180;ВТ79;912521;83811К
2176;ЯТ5;912327;68452
2152;ЕТ4-8;912309;54024
2180;ВТ79;911363;79470Б
2155;ВТ79/7;912327;68452
2155;ВТ79/7;911363;79470Б
2152;ЕТ4-8;912311;2027Р
2180;ВТ79;912319;37945В
2155;ВТ79/7;912319;37945В
2155;ВТ79/7;912318;16885В
2155;ВТ79/7;912312;22576
2155;ВТ79/7;912311;2027Р
1714;ВТ7LФ;911566;34610
2176;ЯТ5;910908;33101
2152;ЕТ4-8;912298;88513
2152;ЕТ4-8;910908;33101
2172;ЕТU-8;912298;88513
2172;ЕТU-8;912297;34107
2172;ЕТU-8;910914;57698
2172;ЕТU-8;910904;20543
2172;ЕТU-8;910903;17608
2185;ЕТX;911565;2460К
2162;ВТ7-5;910909;39930
2180;ВТ79;910914;57698
2180;ВТ79;910912;50362
2180;ВТ79;910904;20543
2155;ВТ79/7;912298;88513
2155;ВТ79/7;912297;34107
1783;ЯТ7/7-5;910908;33101
1714;ВТ7LФ;912078;35985К
2152;ЕТ4-8;911563;62475
2152;ЕТ4-8;911561;21776
2152;ЕТ4-8;910902;48529В
2152;ЕТ4-8;910901;98966Р
2172;ЕТU-8;912074;91299К
2172;ЕТU-8;911563;62475
2172;ЕТU-8;911559;48431Р
2172;ЕТU-8;910905;8823К
2185;ЕТX;912069;55565
2185;ЕТX;911562;19537
2185;ЕТX;911561;21776
2185;ЕТX;910907;2417
2162;ВТ7-5;912073;72601
2162;ВТ7-5;911563;62475
2162;ВТ7-5;911562;19537
2162;ВТ7-5;911561;21776
2162;ВТ7-5;911560;91507
2162;ВТ7-5;910907;2417
2162;ВТ7-5;910906;90878
2162;ВТ7-5;910899;25059К
2180;ВТ79;912073;72601
2180;ВТ79;910907;2417
2180;ВТ79;910905;8823К
2180;ВТ79;910901;98966Р
1757;РЛ;912073;72601
2152;ЕТ4-8;911666;48172
2185;ЕТX;911664;8765
2185;ЕТX;911425;48851
2185;ЕТX;911424;87133
2162;ВТ7-5;911666;48172
2162;ВТ7-5;911424;87133
2180;ВТ79;911426;79995К
2180;ВТ79;911424;87133
2180;ВТ79;911421;41810
2180;ВТ79;911416;43755
2180;ВТ79;911413;49676
1714;ВТ7LФ;911429;31280
1714;ВТ7LФ;911427;90121
2172;ЕТU-8;911428;60808
2185;ЕТX;911414;91608
2162;ВТ7-5;911665;36702Б
2180;ВТ79;911590;94315
2180;ВТ79;911428;60808
2180;ВТ79;911417;92223Б
2180;ВТ79;911414;91608
1714;ВТ7LФ;911662;49984
1714;ВТ7LФ;911406;63651К
2152;ЕТ4-8;911661;66562
2162;ВТ7-5;911663;56246
2162;ВТ7-5;911661;66562
2180;ВТ79;911411;73552
2180;ВТ79;911407;99588К
2180;ВТ79;911405;96053
2180;ВТ79;911403;15080
2180;ВТ79;911402;72095
2180;ВТ79;911397;22052Р
2180;ВТ79;911395;34147В
2152;ЕТ4-8;911658;76674К
2152;ЕТ4-8;911386;12769
2172;ЕТU-8;911380;11025Б
2172;ЕТU-8;911379;71756
2185;ЕТX;911386;12769
2185;ЕТX;911380;11025Б
2162;ВТ7-5;911658;76674К
2162;ВТ7-5;911380;11025Б
2180;ВТ79;911386;12769
2180;ВТ79;911383;6824Р
2180;ВТ79;911380;11025Б
2180;ВТ79;911379;71756
2180;ВТ79;911374;44092В
2152;ЕТ4-8;911373;8669Р
2172;ЕТU-8;911378;34717
2172;ЕТU-8;911377;93242Р
2162;ВТ7-5;911377;93242Р
2180;ВТ79;911385;52390В
2180;ВТ79;911384;33393К
2180;ВТ79;911378;34717
2180;ВТ79;911377;93242Р
2180;ВТ79;911376;96289
2180;ВТ79;911373;8669Р
1757;РЛ;911373;8669Р
1712;ВТ7UФ;910911;32490Б
2152;ЕТ4-8;911568;83666Р
2152;ЕТ4-8;910917;48221
2152;ЕТ4-8;910915;3059
2172;ЕТU-8;910924;39609Б
2172;ЕТU-8;910922;24603
2185;ЕТX;910920;78154
2162;ВТ7-5;911568;83666Р
2162;ВТ7-5;910921;91121
2162;ВТ7-5;910919;25865
2162;ВТ7-5;910918;93289
2162;ВТ7-5;910916;12430В
2162;ВТ7-5;910915;3059
2180;ВТ79;910924;39609Б
2180;ВТ79;910922;24603
2180;ВТ79;910919;25865
2180;ВТ79;910917;48221
2180;ВТ79;910916;12430В
2180;ВТ79;910915;3059
2176;ЯТ5;910894;88405
2152;ЕТ4-8;910896;95880К
2152;ЕТ4-8;910895;70765
2152;ЕТ4-8;910894;88405
2172;ЕТU-8;910900;47630Р
2172;ЕТU-8;910894;88405
2162;ВТ7-5;911558;67273
2162;ВТ7-5;911557;11382
2180;ВТ79;910900;47630Р
2180;ВТ79;910895;70765
2180;ВТ79;910894;88405
2155;ВТ79/7;910898;32427Б
2155;ВТ79/7;910896;95880К
2155;ВТ79/7;910893;44927
2180;ВТ79;911404;91668К
2180;ВТ79;911401;29675Р
2180;ВТ79;911389;76811
2152;ЕТ4-8;910174;79057В
2152;ЕТ4-8;910173;75194
2152;ЕТ4-8;910166;52130Р
2152;ЕТ4-8;910154;46979
2152;ЕТ4-8;910142;3925В
2152;ЕТ4-8;910126;41552
2152;ЕТ4-8;910123;38631К
2152;ЕТ4-8;910122;60630
2152;ЕТ4-8;910120;83742
2152;ЕТ4-8;910140;50418Б
2152;ЕТ4-8;910133;28148
2152;ЕТ4-8;910132;71509
2152;ЕТ4-8;910131;87616В
2152;ЕТ4-8;910125;8931К
2152;ЕТ4-8;910117;42724В
2152;ЕТ4-8;910113;54818
1714;ВТ7LФ;875440;87333
1713;ВТ76Ф;875452;75870Б
1712;ВТ7UФ;875518;24946
1710;ВТ7U/7Ф;875518;24946
1757;РЛ;915285;94992
1757;РЛ;915282;94722
1714;ВТ7LФ;875472;73631Р
1713;ВТ76Ф;875472;73631Р
2152;ЕТ4-8;875281;90574
2152;ЕТ4-8;875280;45322
2152;ЕТ4-8;875260;14046
2152;ЕТ4-8;875218;42548
2152;ЕТ4-8;875217;48787
2176;ЯТ5;873419;48501Б
2152;ЕТ4-8;910206;14796Б
2152;ЕТ4-8;910204;12115В
2152;ЕТ4-8;910193;25866Б
2152;ЕТ4-8;910191;40374Б
2152;ЕТ4-8;910182;9316В
2152;ЕТ4-8;873520;66092
2152;ЕТ4-8;873460;39648К
2152;ЕТ4-8;873435;34409Р
2152;ЕТ4-8;873420;64592
2152;ЕТ4-8;873419;48501Б
2176;ЯТ5;910205;12933Б
2152;ЕТ4-8;910217;56712К
2152;ЕТ4-8;910210;47548В
2152;ЕТ4-8;910205;12933Б
2152;ЕТ4-8;910183;43241
2152;ЕТ4-8;910180;24009
2152;ЕТ4-8;910175;4172
2152;ЕТ4-8;910170;63379В
2152;ЕТ4-8;873479;33178
2172;ЕТU-8;910171;72972Б
2152;ЕТ4-8;910214;68744Р
2152;ЕТ4-8;910208;70071
2152;ЕТ4-8;910207;7248К
2152;ЕТ4-8;910189;84108К
2152;ЕТ4-8;910184;72319
2152;ЕТ4-8;910178;12663Б
2152;ЕТ4-8;910176;37476Б
2152;ЕТ4-8;910163;5930
2152;ЕТ4-8;910160;45371Р
2185;ЕТX;910178;12663Б
2152;ЕТ4-8;910213;18325В
2152;ЕТ4-8;910209;91127Р
2152;ЕТ4-8;910197;45126Б
2152;ЕТ4-8;910194;43060
2152;ЕТ4-8;910188;72780
2152;ЕТ4-8;910179;23238Б
2152;ЕТ4-8;910167;17874Б
2152;ЕТ4-8;910157;10969
2152;ЕТ4-8;910159;50505
2152;ЕТ4-8;910158;37700
2152;ЕТ4-8;910151;26436К
2152;ЕТ4-8;910149;47564
2152;ЕТ4-8;910144;22119
2152;ЕТ4-8;910143;24163
2152;ЕТ4-8;910135;2669
2152;ЕТ4-8;910129;58849
2152;ЕТ4-8;910127;88732В
2152;ЕТ4-8;910115;76436
2152;ЕТ4-8;910110;29612Р
2152;ЕТ4-8;910098;99384
2152;ЕТ4-8;910099;54055В
2152;ЕТ4-8;910079;15308
2152;ЕТ4-8;910072;21379
2152;ЕТ4-8;910071;4612
2152;ЕТ4-8;910050;13994
2152;ЕТ4-8;910041;71906
2152;ЕТ4-8;910029;9341
2152;ЕТ4-8;910026;39650
2152;ЕТ4-8;910017;42086Р
2152;ЕТ4-8;909997;887
2176;ЯТ5;910036;79597В
2152;ЕТ4-8;910100;43804В
2152;ЕТ4-8;910097;68242
2152;ЕТ4-8;910096;55672
2152;ЕТ4-8;910095;78909
2152;ЕТ4-8;910076;26675
2152;ЕТ4-8;910055;99855Б
2152;ЕТ4-8;910052;94579
2152;ЕТ4-8;910037;47933
2152;ЕТ4-8;910036;79597В
2152;ЕТ4-8;910018;88916
2152;ЕТ4-8;910015;56290
2152;ЕТ4-8;910068;26057Р
2152;ЕТ4-8;910059;93479
2152;ЕТ4-8;910053;5020
2152;ЕТ4-8;910049;62393
2152;ЕТ4-8;910045;43215
2152;ЕТ4-8;910030;71169
2152;ЕТ4-8;910022;80326В
2152;ЕТ4-8;910007;80416В
2152;ЕТ4-8;910002;26488В
2152;ЕТ4-8;909996;93273
2152;ЕТ4-8;909994;47984
2152;ЕТ4-8;909990;8338
2152;ЕТ4-8;909985;24945
2152;ЕТ4-8;909998;67715
2152;ЕТ4-8;909995;2583Б
2152;ЕТ4-8;909987;43052
2152;ЕТ4-8;909975;4899К
2152;ЕТ4-8;909970;76196Р
2152;ЕТ4-8;909966;825
2152;ЕТ4-8;909913;68216
2152;ЕТ4-8;909907;47907Б
2152;ЕТ4-8;909899;10684В
2152;ЕТ4-8;909971;481
2152;ЕТ4-8;909905;390К
2152;ЕТ4-8;909903;36955В
2152;ЕТ4-8;909895;50843Р
2152;ЕТ4-8;909881;25159
2152;ЕТ4-8;909875;14437В
2152;ЕТ4-8;909871;6244
1757;РЛ;909905;390К
1757;РЛ;909895;50843Р
1711;ВТ78Ф;909649;29870
2152;ЕТ4-8;909751;51013В
2152;ЕТ4-8;909749;669К
2152;ЕТ4-8;909727;5195Р
2152;ЕТ4-8;909723;60891
2152;ЕТ4-8;909703;96608Р
2152;ЕТ4-8;909695;80236В
2152;ЕТ4-8;909689;95894
2152;ЕТ4-8;909687;29028К
2152;ЕТ4-8;909677;2397К
2152;ЕТ4-8;909667;17469Б
2152;ЕТ4-8;909651;91517
2152;ЕТ4-8;909649;29870
2152;ЕТ4-8;909629;56257
2152;ЕТ4-8;909601;48482
2152;ЕТ4-8;909599;12370
2176;ЯТ5;909159;11277Б
2176;ЯТ5;909155;98689
2176;ЯТ5;909141;49087В
2176;ЯТ5;909137;74331Б
2176;ЯТ5;909111;82929К
2176;ЯТ5;909105;97544Р
2176;ЯТ5;909089;50250К
2176;ЯТ5;909083;53945
2176;ЯТ5;909059;21361
2176;ЯТ5;909045;97204
2176;ЯТ5;909019;61803Б
1757;РЛ;909059;21361
2176;ЯТ5;908302;18395
2176;ЯТ5;908296;38796
2176;ЯТ5;908276;40960В
2176;ЯТ5;908270;39546Б
2176;ЯТ5;908242;10440Б
2176;ЯТ5;908214;89706К
2176;ЯТ5;908212;971
2176;ЯТ5;908068;40914Б
2176;ЯТ5;908064;96523
2176;ЯТ5;908026;46775Р
2176;ЯТ5;908008;64173К
2176;ЯТ5;907988;37333В
2176;ЯТ5;907956;97516В
2176;ЯТ5;907952;29599
2176;ЯТ5;907916;27318К
2176;ЯТ5;907914;27360Б
2176;ЯТ5;907882;30784
2176;ЯТ5;907880;14361
2176;ЯТ5;907836;15571В
2176;ЯТ5;907820;64739Р
2176;ЯТ5;907818;67761Б
1757;РЛ;908036;82092К
1715;ВТ74Ф;906800;76140Б
1715;ВТ74Ф;906734;59685
2176;ЯТ5;907186;3824
2176;ЯТ5;907172;52865
2176;ЯТ5;907132;64437
2176;ЯТ5;907108;17502
2176;ЯТ5;907106;41726Р
2176;ЯТ5;907068;18153Б
2176;ЯТ5;907040;80587В
2176;ЯТ5;907038;75208
2176;ЯТ5;906978;54308Р
2176;ЯТ5;906974;78625В
2176;ЯТ5;906952;94848
2176;ЯТ5;906928;57219
2176;ЯТ5;906912;77985Б
2176;ЯТ5;906910;12040
2176;ЯТ5;906836;43622
2176;ЯТ5;906770;11296В
2152;ЕТ4-8;907070;43062
2152;ЕТ4-8;906928;57219
1757;РЛ;907126;26297
1757;РЛ;906736;68324
1783;ЯТ7/7-5;907070;43062
1783;ЯТ7/7-5;906928;57219
1783;ЯТ7/7-5;906912;77985Б
1783;ЯТ7/7-5;906826;92900Р
2176;ЯТ5;906856;28432В
2176;ЯТ5;906828;2283
2176;ЯТ5;906780;78122Р
2176;ЯТ5;906768;42900
2176;ЯТ5;906728;39160В
2176;ЯТ5;906726;18214
2176;ЯТ5;906672;40476К
2176;ЯТ5;906666;94069В
2176;ЯТ5;906638;18678К
2176;ЯТ5;906630;65780
2176;ЯТ5;906528;33611
2176;ЯТ5;906520;57215Р
2176;ЯТ5;906504;11971В
2176;ЯТ5;906446;64818Б
2176;ЯТ5;906438;91582
2176;ЯТ5;906434;72981Б
2172;ЕТU-8;906588;8118Б
2172;ЕТU-8;906502;90348
1757;РЛ;906854;9218Р
1757;РЛ;906852;67658
1783;ЯТ7/7-5;906580;98789
2176;ЯТ5;906558;66694
2176;ЯТ5;906554;98489Р
2176;ЯТ5;906530;52244
2176;ЯТ5;906526;53199Б
2176;ЯТ5;906484;24686
2176;ЯТ5;906476;19760
2176;ЯТ5;906474;6634В
2176;ЯТ5;906462;54718
2176;ЯТ5;906402;16267
2176;ЯТ5;906372;3818Р
2176;ЯТ5;906314;70332
2176;ЯТ5;906258;37797
2176;ЯТ5;906252;14020
2176;ЯТ5;906218;51506
2176;ЯТ5;906210;81178
2176;ЯТ5;906202;20281
1757;РЛ;906506;76831
1757;РЛ;906442;14323
1714;ВТ7LФ;843265;63631В
1713;ВТ76Ф;905582;81575
1713;ВТ76Ф;905460;23559
1713;ВТ76Ф;843289;87226
1710;ВТ7U/7Ф;905586;46150
1710;ВТ7U/7Ф;905482;91654
2176;ЯТ5;905968;97222
2176;ЯТ5;905886;58887Б
2176;ЯТ5;905882;13704
2176;ЯТ5;905840;32056
2176;ЯТ5;905806;88006
2176;ЯТ5;905792;21746Р
2176;ЯТ5;905746;8091Б
2176;ЯТ5;905686;38935В
2176;ЯТ5;905614;45566
2176;ЯТ5;905580;9191Р
2176;ЯТ5;843301;75020
2176;ЯТ5;843271;87426Б
2176;ЯТ5;843203;79095К
2176;ЯТ5;843189;60796В
2172;ЕТU-8;905840;32056
1757;РЛ;905862;94052Р
1714;ВТ7LФ;842831;6724В
2176;ЯТ5;843047;16806К
2176;ЯТ5;842955;97485
2176;ЯТ5;842925;19155К
2176;ЯТ5;842907;75854Р
2176;ЯТ5;842905;11745Б
2176;ЯТ5;842849;63911Р
2176;ЯТ5;842797;73788
2176;ЯТ5;842685;19638Б
2176;ЯТ5;842675;73823
2176;ЯТ5;842651;80722В
2176;ЯТ5;842643;62219Р
2176;ЯТ5;842569;15621
2172;ЕТU-8;842829;42757
2172;ЕТU-8;842817;5626В
1757;РЛ;842585;65964К
1783;ЯТ7/7-5;842997;21865
1783;ЯТ7/7-5;842995;54764
1712;ВТ7UФ;842893;78173
1712;ВТ7UФ;842717;92772Б
1711;ВТ78Ф;842975;2361К
1711;ВТ78Ф;842897;86127
1711;ВТ78Ф;842845;36674
1710;ВТ7U/7Ф;842893;78173
1710;ВТ7U/7Ф;842825;38602В
2176;ЯТ5;842803;53509
2176;ЯТ5;842677;94727Р
2152;ЕТ4-8;842977;80465
1757;РЛ;842891;25158К
2176;ЯТ5;842509;87525Б
2176;ЯТ5;842507;41930
2176;ЯТ5;842415;39988В
2176;ЯТ5;842409;62717
2176;ЯТ5;842363;83151Б
2176;ЯТ5;842347;35380В
2176;ЯТ5;842269;77253
2176;ЯТ5;842243;41293В
2176;ЯТ5;842223;5016К
2176;ЯТ5;842219;37430
2176;ЯТ5;842185;62838Б
2176;ЯТ5;842181;81773
2176;ЯТ5;842131;44952
2176;ЯТ5;842101;81646
2176;ЯТ5;842055;12637В
2176;ЯТ5;841985;89595Б
2176;ЯТ5;841975;56536
2176;ЯТ5;841955;46412
2176;ЯТ5;841863;31377К
2176;ЯТ5;841851;7701
2176;ЯТ5;841731;63480К
2176;ЯТ5;841687;23797В
1757;РЛ;842489;88244
1757;РЛ;842487;88924
2177;ЯТ7;841529;47262К
2177;ЯТ7;841387;91294
2177;ЯТ7;841263;38651
2176;ЯТ5;841833;23366Р
2176;ЯТ5;841827;18799
2176;ЯТ5;841817;63084К
2176;ЯТ5;841569;36974Р
2152;ЕТ4-8;841573;96345Б
1757;РЛ;841925;54738Б
1757;РЛ;841921;83204
1783;ЯТ7/7-5;841957;93825Б
1783;ЯТ7/7-5;841901;52605Б
1783;ЯТ7/7-5;841651;49319
1783;ЯТ7/7-5;841579;4362
1783;ЯТ7/7-5;841545;14488
1783;ЯТ7/7-5;841417;21530Р
1783;ЯТ7/7-5;841415;87938
1783;ЯТ7/7-5;841385;27329
1783;ЯТ7/7-5;841361;31145
1783;ЯТ7/7-5;841343;75594К
1783;ЯТ7/7-5;841261;43738
1783;ЯТ7/7-5;841255;90016
1783;ЯТ7/7-5;841253;59635В
1783;ЯТ7/7-5;841129;52100
2177;ЯТ7;841265;20176
2177;ЯТ7;841243;23555Р
2177;ЯТ7;841153;35460Б
2176;ЯТ5;841503;93595
2176;ЯТ5;841473;5029
